date,broker,buy_volume,sell_volume,buy_vwap,sell_vwap,start_balance,end_balance,efficiency_score,short_interest,profile
2025-01-07,National Bank Financial,46537,44851,0.1525,0.2022,9051442,8957434,0.98,19290,Retail
2025-01-07,Canaccord Genuity,42367,7478,0.1634,0.1924,4974896,5021870,0.75,16416,Institutional
2025-01-07,Raymond James,7820,9080,0.1888,0.2431,9809016,9766572,0.85,16018,HNW
2025-01-07,Desjardins Securities,23137,36552,0.1562,0.1665,8996204,9068445,0.86,5520,HNW
2025-01-07,Laurentian Bank,18938,9386,0.1772,0.2114,8873646,8857676,0.73,12541,HNW
2025-01-07,HSBC Securities,8332,22654,0.1922,0.1533,6744862,6779528,0.91,18057,HNW
2025-01-07,GMP Securities,22387,33518,0.2076,0.1782,4343134,4433703,0.86,14080,Institutional
2025-01-07,Credential Securities,4051,26291,0.1849,0.2128,2076496,2105918,0.92,7241,Institutional
2025-01-07,PI Financial,1686,34353,0.1969,0.2486,2909500,2869253,0.83,7542,Retail + Institutional
2025-01-07,Industrial Alliance,48380,39653,0.1856,0.2402,7808178,7836905,0.8,16316,Retail
2025-01-07,Edward Jones,48180,18297,0.2115,0.1536,7045875,7145451,0.87,8426,Retail + Institutional
2025-01-07,UBS Securities,43593,7841,0.1623,0.1627,5903240,5960729,1.0,8856,Retail
2025-01-07,Goldman Sachs Canada,15612,12087,0.2017,0.1678,2878226,2963331,0.81,11960,Institutional
2025-01-07,JP Morgan Canada,47055,35120,0.1985,0.1761,1920342,1971868,0.78,7660,Retail + Institutional
2025-01-07,Morgan Stanley Canada,21718,16882,0.1736,0.23,2128826,2185887,1.0,13823,Retail
2025-01-07,Merrill Lynch Canada,42484,15614,0.2232,0.1543,9045878,9051002,0.72,5466,HNW
2025-01-07,Interactive Brokers Canada,10204,30781,0.1539,0.2486,4653264,4656275,0.87,6507,HNW
2025-01-08,RBC Capital Markets,10400,17491,0.1757,0.2455,2571882,2492661,0.94,5342,Retail
2025-01-08,CIBC World Markets,37944,11978,0.1546,0.2349,4151095,4059555,0.93,5011,Retail
2025-01-08,TD Securities,43056,1975,0.1545,0.2234,5119700,5146227,0.87,7995,Retail + Institutional
2025-01-08,BMO Nesbitt Burns,32973,43973,0.2466,0.2296,5850609,5786683,0.94,3500,Institutional
2025-01-08,Scotia Capital,42064,31965,0.2215,0.25,8254414,8311153,0.77,17101,Retail + Institutional
2025-01-08,National Bank Financial,37453,45553,0.2295,0.1727,1051550,1072856,0.99,12913,Retail + Institutional
2025-01-08,Canaccord Genuity,2809,32130,0.2296,0.2345,2736609,2771581,0.92,13534,Institutional
2025-01-08,Raymond James,24822,29568,0.2217,0.188,2621734,2677990,0.73,12222,Institutional
2025-01-08,Desjardins Securities,41513,37746,0.2273,0.2341,3697582,3686690,0.81,19311,Retail + Institutional
2025-01-08,Laurentian Bank,47770,9463,0.1812,0.1849,9940816,10027429,0.86,13110,HNW
2025-01-08,HSBC Securities,49144,31142,0.2428,0.2439,1557866,1505065,0.92,11247,Retail
2025-01-08,GMP Securities,7083,43882,0.2149,0.2177,9072494,9039688,0.72,8003,Institutional
2025-01-08,Credential Securities,34585,14567,0.2485,0.2027,4730808,4717447,0.91,15627,HNW
2025-01-08,PI Financial,6418,17513,0.1555,0.2366,4682966,4779212,0.73,4478,Retail
2025-01-08,Industrial Alliance,10512,36788,0.2262,0.2339,9894284,9795242,0.87,7985,Retail
2025-01-08,Edward Jones,42226,20027,0.1595,0.22,3316285,3219174,0.78,9969,Institutional
2025-01-08,UBS Securities,26201,1190,0.2027,0.1605,1841321,1808099,0.85,6823,Retail + Institutional
2025-01-08,Goldman Sachs Canada,44982,19685,0.165,0.2093,3584008,3661111,0.89,19610,Retail
2025-01-08,JP Morgan Canada,7006,40820,0.2289,0.2262,9272689,9313998,0.84,3477,Institutional
2025-01-08,Morgan Stanley Canada,49387,19181,0.1883,0.2372,4186188,4179160,0.73,18852,Institutional
2025-01-08,Merrill Lynch Canada,19764,26451,0.1528,0.1607,4360608,4414947,0.76,2488,Retail + Institutional
2025-01-08,Interactive Brokers Canada,18092,24366,0.2106,0.2337,7213271,7300832,0.95,6053,HNW
2025-01-09,RBC Capital Markets,27356,16287,0.1537,0.2304,9383519,9455507,0.99,9536,Retail + Institutional
2025-01-09,CIBC World Markets,10287,31251,0.2286,0.2334,4938142,4884180,0.9,13003,HNW
2025-01-09,TD Securities,33285,13380,0.1563,0.177,6531168,6488365,1.0,12352,Institutional
2025-01-09,BMO Nesbitt Burns,22591,15865,0.1515,0.206,5373148,5275833,0.77,5710,Institutional
2025-01-09,Scotia Capital,1879,5399,0.2363,0.1824,3045330,2950572,0.98,17573,Retail
2025-01-09,National Bank Financial,2953,3647,0.2169,0.1729,5263361,5360047,0.81,14708,Retail + Institutional
2025-01-09,Canaccord Genuity,42436,36902,0.1583,0.2129,5505139,5495932,0.96,18870,HNW
2025-01-09,Raymond James,44723,34499,0.2373,0.244,3502664,3562931,0.95,3651,Institutional
2025-01-09,Desjardins Securities,7970,39727,0.1559,0.1936,7476679,7455091,0.97,17896,HNW
2025-01-09,Laurentian Bank,24219,18466,0.1964,0.2349,6268898,6323661,0.92,1703,Retail
2025-01-09,HSBC Securities,45592,19169,0.2141,0.1835,5490848,5574747,0.99,14571,Retail
2025-01-09,GMP Securities,24790,30082,0.1859,0.151,1418708,1404374,0.99,19476,Institutional
2025-01-09,Credential Securities,4584,15100,0.1549,0.1881,3589113,3671830,0.93,7882,Retail + Institutional
2025-01-09,PI Financial,23922,35249,0.1704,0.2363,2404730,2458540,0.98,7638,Institutional
2025-01-09,Industrial Alliance,41290,46808,0.2499,0.1675,9074348,9087122,0.93,2344,Retail + Institutional
2025-01-09,Edward Jones,45197,23973,0.216,0.1555,8114248,8039335,0.78,17188,HNW
2025-01-09,UBS Securities,48906,24394,0.2404,0.2263,7961025,8025100,0.72,7683,Retail + Institutional
2025-01-09,Goldman Sachs Canada,21293,33690,0.2082,0.2465,3167249,3150956,0.81,14407,HNW
2025-01-09,JP Morgan Canada,49166,19971,0.1628,0.1774,4610652,4680873,0.92,15916,Retail
2025-01-09,Morgan Stanley Canada,29746,32035,0.1668,0.2436,2939467,3009409,0.93,17429,Institutional
2025-01-09,Merrill Lynch Canada,21667,28671,0.2066,0.212,9972836,9941933,0.92,16689,HNW
2025-01-09,Interactive Brokers Canada,22615,47666,0.2097,0.2134,4724756,4757005,0.76,19413,Retail + Institutional
2025-01-10,RBC Capital Markets,30236,7894,0.1884,0.2023,8295390,8234896,0.72,15464,Retail + Institutional
2025-01-10,CIBC World Markets,2881,34424,0.2055,0.2361,3442547,3531456,0.76,11284,Retail + Institutional
2025-01-10,TD Securities,9911,2641,0.1889,0.241,4974370,5062192,0.79,19516,HNW
2025-01-10,BMO Nesbitt Burns,21996,12879,0.2148,0.2034,3455292,3499083,0.97,18073,Retail
2025-01-10,Scotia Capital,29293,41049,0.1635,0.197,1025481,1112810,0.71,16934,Retail
2025-01-10,National Bank Financial,45055,33178,0.2029,0.197,3519465,3470638,0.71,10134,HNW
2025-01-10,Canaccord Genuity,35410,39421,0.2439,0.2123,4987894,5080393,0.92,17934,Retail + Institutional
2025-01-10,Raymond James,25918,28100,0.2151,0.2273,4401995,4324269,0.96,18277,HNW
2025-01-10,Desjardins Securities,15133,10207,0.1788,0.2486,7175024,7179321,0.94,9683,HNW
2025-01-10,Laurentian Bank,15008,1436,0.2132,0.2092,2142695,2190443,0.81,13741,Retail + Institutional
2025-01-10,HSBC Securities,25439,22548,0.181,0.2331,6019068,5992943,0.76,8054,Retail + Institutional
2025-01-10,GMP Securities,34291,24725,0.2012,0.2449,8447167,8531079,1.0,12944,Retail + Institutional
2025-01-10,Credential Securities,42482,44991,0.2011,0.1927,5802235,5726079,0.8,19050,Institutional
2025-01-10,PI Financial,4466,9313,0.1724,0.2285,2150496,2076788,0.94,7933,Retail
2025-01-10,Industrial Alliance,48518,17595,0.1987,0.225,5890374,5804954,0.8,14038,Retail
2025-01-10,Edward Jones,13240,42579,0.2357,0.1562,7805853,7719636,0.79,12319,Institutional
2025-01-10,UBS Securities,20400,41098,0.1689,0.2094,2601576,2557402,0.86,16702,Institutional
2025-01-10,Goldman Sachs Canada,16636,45516,0.1529,0.1589,2433220,2455100,0.85,15748,Institutional
2025-01-10,JP Morgan Canada,38087,23766,0.2244,0.1935,1431202,1399678,0.8,6934,Retail + Institutional
2025-01-10,Morgan Stanley Canada,18757,5694,0.154,0.2084,2857337,2847867,0.75,10708,Retail
2025-01-10,Merrill Lynch Canada,4562,43266,0.2116,0.1847,1066412,1010048,0.74,15658,Retail + Institutional
2025-01-10,Interactive Brokers Canada,38474,16778,0.2386,0.1957,8573097,8512918,0.86,18459,Retail
2025-01-13,RBC Capital Markets,45339,35911,0.1537,0.1913,8303776,8223871,0.9,16093,Institutional
2025-01-13,CIBC World Markets,47913,27378,0.1527,0.1781,5238745,5288099,0.78,19373,Retail + Institutional
2025-01-13,TD Securities,20682,29178,0.2286,0.1874,3989396,4025745,0.88,5348,HNW
2025-01-13,BMO Nesbitt Burns,6542,38182,0.2376,0.2088,1018159,999729,0.76,9205,Retail + Institutional
2025-01-13,Scotia Capital,29837,32794,0.1732,0.1722,1529318,1523127,0.78,14490,Retail + Institutional
2025-01-13,National Bank Financial,25285,18838,0.2261,0.22,5174093,5218102,0.86,19970,Retail + Institutional
2025-01-13,Canaccord Genuity,37595,3688,0.1713,0.235,1389800,1434370,0.85,12115,Retail
2025-01-13,Raymond James,49684,20149,0.2345,0.1706,8698836,8638046,0.81,11722,Retail + Institutional
2025-01-13,Desjardins Securities,17541,13807,0.2059,0.2043,6591936,6663390,0.78,8605,Retail + Institutional
2025-01-13,Laurentian Bank,12035,45110,0.2125,0.2036,4922319,4898374,0.96,19395,Retail + Institutional
2025-01-13,HSBC Securities,18730,42716,0.1874,0.1634,1251552,1240040,0.74,7763,Institutional
2025-01-13,GMP Securities,30518,8182,0.2344,0.1571,8293998,8392989,0.77,18960,Retail + Institutional
2025-01-13,Credential Securities,37368,33756,0.2368,0.1978,8636187,8559770,0.93,16464,Retail + Institutional
2025-01-13,PI Financial,39655,6083,0.2472,0.1709,8478519,8554554,0.8,9472,HNW
2025-01-13,Industrial Alliance,1410,49886,0.2019,0.2247,1752456,1682723,0.84,13739,Institutional
2025-01-13,Edward Jones,8401,2865,0.1594,0.1647,6221097,6301560,0.88,15737,Retail + Institutional
2025-01-13,UBS Securities,5479,35289,0.219,0.215,5075039,5111508,0.98,9848,Institutional
2025-01-13,Goldman Sachs Canada,14567,33029,0.1683,0.1998,3510678,3418096,0.76,14269,Retail + Institutional
2025-01-13,JP Morgan Canada,41793,44940,0.2019,0.2027,4461461,4503009,0.9,10458,Retail + Institutional
2025-01-13,Morgan Stanley Canada,2865,47867,0.2191,0.1542,4122187,4097707,0.82,3277,HNW
2025-01-13,Merrill Lynch Canada,29350,15376,0.1764,0.2498,6048039,6007226,0.98,8782,Institutional
2025-01-13,Interactive Brokers Canada,35505,38628,0.1581,0.1639,2437698,2396017,0.8,11023,Retail
2025-01-14,RBC Capital Markets,48947,46583,0.1911,0.2069,9473406,9499370,0.84,13518,Institutional
2025-01-14,CIBC World Markets,20558,41770,0.1506,0.2007,8399753,8354494,0.88,8833,Institutional
2025-01-14,TD Securities,26830,6900,0.1947,0.2293,3212916,3135167,0.78,1827,HNW
2025-01-14,BMO Nesbitt Burns,20334,4674,0.1689,0.2199,7524270,7491647,0.81,10054,Retail + Institutional
2025-01-14,Scotia Capital,6676,35370,0.1965,0.2246,7198047,7235058,0.8,4743,Retail + Institutional
2025-01-14,National Bank Financial,41806,6566,0.1978,0.2112,9581602,9679066,0.79,16182,Retail + Institutional
2025-01-14,Canaccord Genuity,31504,18713,0.2476,0.1517,9035842,8951099,0.95,10290,Institutional
2025-01-14,Raymond James,40213,40669,0.1513,0.1731,6242727,6256650,0.83,18033,Retail
2025-01-14,Desjardins Securities,21194,29544,0.246,0.2012,7446074,7502000,0.72,6362,Institutional
2025-01-14,Laurentian Bank,36797,36482,0.1901,0.1606,7085655,7117380,0.91,19514,Retail + Institutional
2025-01-14,HSBC Securities,29014,49169,0.2296,0.2477,7139265,7105950,0.72,10849,HNW
2025-01-14,GMP Securities,30691,45059,0.2003,0.1673,6782388,6697042,0.77,8385,Retail
2025-01-14,Credential Securities,9573,3454,0.2063,0.1854,3510566,3570064,0.77,17134,Retail + Institutional
2025-01-14,PI Financial,38439,16243,0.2327,0.1522,2134407,2192592,0.93,7686,Retail + Institutional
2025-01-14,Industrial Alliance,46168,8461,0.1522,0.1596,5920635,5965601,0.99,6200,Institutional
2025-01-14,Edward Jones,20322,15179,0.2282,0.1773,7033654,6974936,0.88,13395,HNW
2025-01-14,UBS Securities,6161,17685,0.2081,0.1704,5283842,5378921,0.77,13001,HNW
2025-01-14,Goldman Sachs Canada,5540,5169,0.1591,0.2004,1582118,1589725,0.88,19812,Institutional
2025-01-14,JP Morgan Canada,48635,13828,0.1755,0.167,1352302,1443622,0.93,4624,HNW
2025-01-14,Morgan Stanley Canada,37973,3749,0.2428,0.2363,1881650,1781693,0.94,19711,Retail + Institutional
2025-01-14,Merrill Lynch Canada,34528,12471,0.1864,0.2133,7222393,7147031,0.85,7594,Retail
2025-01-14,Interactive Brokers Canada,30811,38292,0.1807,0.1954,1226835,1250003,0.89,15700,Institutional
2025-01-15,RBC Capital Markets,45520,16817,0.2153,0.2279,9380276,9336839,0.84,16131,Retail
2025-01-15,CIBC World Markets,39239,28223,0.2128,0.2065,4160864,4121359,0.98,18098,HNW
2025-01-15,TD Securities,2166,18358,0.1919,0.2412,9803481,9840558,0.98,19078,HNW
2025-01-15,BMO Nesbitt Burns,27812,42708,0.1982,0.178,6619794,6641853,0.9,3362,Retail + Institutional
2025-01-15,Scotia Capital,8412,28078,0.2431,0.1926,8167664,8210822,0.76,18648,Institutional
2025-01-15,National Bank Financial,13043,30837,0.2101,0.1981,1926971,1980733,0.76,4281,Institutional
2025-01-15,Canaccord Genuity,40066,40134,0.1563,0.2123,7184398,7246227,0.94,16188,HNW
2025-01-15,Raymond James,24699,12747,0.1882,0.1527,6112881,6164303,0.77,6217,Institutional
2025-01-15,Desjardins Securities,36680,22228,0.2164,0.1848,5612627,5524673,0.9,10299,Retail
2025-01-15,Laurentian Bank,6064,49509,0.2269,0.2317,4785268,4879167,0.94,19578,Institutional
2025-01-15,HSBC Securities,24788,29240,0.1721,0.1824,9426291,9410681,0.75,8771,Retail
2025-01-15,GMP Securities,35234,23658,0.1848,0.1561,3335831,3363126,0.79,12178,Retail + Institutional
2025-01-15,Credential Securities,9926,13010,0.2027,0.2262,2006957,2062692,0.79,6639,Institutional
2025-01-15,PI Financial,9890,38257,0.1529,0.2059,1028947,948638,0.84,6824,Retail
2025-01-15,Industrial Alliance,24928,30176,0.2038,0.2266,4655990,4580140,0.9,2824,Retail + Institutional
2025-01-15,Edward Jones,23271,44933,0.1863,0.1887,4789504,4709020,0.83,11518,Retail + Institutional
2025-01-15,UBS Securities,2259,38130,0.1525,0.1906,8550251,8522809,0.9,6206,Retail
2025-01-15,Goldman Sachs Canada,47890,31530,0.2231,0.1666,5673666,5747694,0.82,5901,Retail + Institutional
2025-01-15,JP Morgan Canada,19240,30759,0.1795,0.218,2079405,2123820,0.98,2467,Institutional
2025-01-15,Morgan Stanley Canada,13040,22626,0.1526,0.2242,5633054,5554036,0.98,3133,HNW
2025-01-15,Merrill Lynch Canada,1864,32990,0.2029,0.1535,4002192,4083864,0.88,16277,HNW
2025-01-15,Interactive Brokers Canada,5806,17006,0.2475,0.19,6739348,6648689,0.91,15957,HNW
2025-01-16,RBC Capital Markets,45213,28878,0.2231,0.2052,6311043,6409693,0.91,10755,HNW
2025-01-16,CIBC World Markets,33488,41243,0.2124,0.2047,8521684,8480744,0.93,18615,HNW
2025-01-16,TD Securities,22623,32505,0.2378,0.1803,3862079,3771208,0.8,5168,HNW
2025-01-16,BMO Nesbitt Burns,12044,6871,0.2039,0.2131,5050631,5106312,0.97,4635,HNW
2025-01-16,Scotia Capital,17549,47532,0.177,0.2354,2084979,2025316,0.99,17401,HNW
2025-01-16,National Bank Financial,41290,29502,0.1622,0.2459,2177596,2100703,0.84,3342,Institutional
2025-01-16,Canaccord Genuity,9218,19238,0.1524,0.2419,4083884,4131829,0.72,16054,Retail + Institutional
2025-01-16,Raymond James,49026,12466,0.2241,0.1822,6022824,6056349,0.96,17732,HNW
2025-01-16,Desjardins Securities,13882,34126,0.2407,0.232,4001681,4095762,0.78,3707,Institutional
2025-01-16,Laurentian Bank,40402,43375,0.2412,0.2172,5092806,5090962,0.77,18395,Institutional
2025-01-16,HSBC Securities,18511,31368,0.1521,0.201,3643279,3701209,0.79,15376,Retail
2025-01-16,GMP Securities,9908,14899,0.2214,0.2319,9070775,9111969,0.84,10780,Institutional
2025-01-16,Credential Securities,33730,33531,0.2407,0.1505,8337764,8334886,0.96,18713,Retail
2025-01-16,PI Financial,14498,44014,0.246,0.1628,5275862,5332395,0.98,13851,Retail
2025-01-16,Industrial Alliance,25561,46450,0.2414,0.1675,6643793,6627622,0.85,3031,Retail + Institutional
2025-01-16,Edward Jones,35272,2526,0.1893,0.1555,6662091,6761826,0.91,1147,Institutional
2025-01-16,UBS Securities,29131,31043,0.1754,0.1714,1921898,2008918,0.82,18638,Retail + Institutional
2025-01-16,Goldman Sachs Canada,30449,4681,0.1976,0.2182,4011841,4101454,0.93,14457,Retail
2025-01-16,JP Morgan Canada,23962,26408,0.1657,0.2148,1878510,1795073,0.7,19776,Retail
2025-01-16,Morgan Stanley Canada,29004,23444,0.1822,0.184,4909282,4857781,0.92,17463,Retail + Institutional
2025-01-16,Merrill Lynch Canada,14927,49427,0.1802,0.2296,4560770,4582149,0.95,5840,Retail + Institutional
2025-01-16,Interactive Brokers Canada,22902,28701,0.1687,0.1955,1965529,2043348,0.82,15158,Retail
2025-01-17,RBC Capital Markets,6438,25314,0.2183,0.1507,3292768,3210814,0.84,14417,Institutional
2025-01-17,CIBC World Markets,35109,40626,0.2434,0.1996,4643174,4643499,0.91,15216,HNW
2025-01-17,TD Securities,36712,12820,0.2142,0.1885,1714825,1694785,0.92,18704,Institutional
2025-01-17,BMO Nesbitt Burns,18194,39492,0.1776,0.2398,2425858,2504635,0.83,18960,Retail
2025-01-17,Scotia Capital,34782,47642,0.2207,0.2262,1797464,1804690,0.75,16178,Institutional
2025-01-17,National Bank Financial,31443,35738,0.1571,0.1515,9309017,9325425,0.94,3248,Retail
2025-01-17,Canaccord Genuity,26493,21694,0.157,0.1819,4348993,4385675,0.86,3257,Institutional
2025-01-17,Raymond James,6883,23076,0.1926,0.2258,4953215,5041409,0.89,1409,Retail
2025-01-17,Desjardins Securities,32891,49255,0.1618,0.232,4760704,4690476,0.89,17840,Retail + Institutional
2025-01-17,Laurentian Bank,5794,2888,0.192,0.2268,4474923,4533650,0.72,14920,Retail
2025-01-17,HSBC Securities,13258,43375,0.2315,0.2172,4971617,4908229,0.96,18159,Institutional
2025-01-17,GMP Securities,28183,47977,0.2357,0.2219,2064612,2116430,0.98,19386,Retail + Institutional
2025-01-17,Credential Securities,48774,16301,0.2096,0.2405,3994715,4039002,0.73,6928,Retail
2025-01-17,PI Financial,10608,27001,0.1508,0.1764,9332924,9334981,0.75,17482,HNW
2025-01-17,Industrial Alliance,5570,9671,0.1655,0.222,8525398,8555213,0.95,16487,HNW
2025-01-17,Edward Jones,13112,4967,0.2064,0.2456,6439622,6440409,0.83,7211,HNW
2025-01-17,UBS Securities,27526,2083,0.1529,0.1728,9012231,8977478,0.94,6399,Institutional
2025-01-17,Goldman Sachs Canada,15981,8739,0.24,0.1562,8499314,8440422,0.76,17981,HNW
2025-01-17,JP Morgan Canada,21179,34321,0.2266,0.2339,1217147,1153313,0.89,13807,Retail
2025-01-17,Morgan Stanley Canada,40225,37526,0.2021,0.2137,3718144,3724889,0.81,14632,Retail + Institutional
2025-01-17,Merrill Lynch Canada,18626,47348,0.1972,0.2005,4580726,4657462,0.95,5653,HNW
2025-01-17,Interactive Brokers Canada,20172,3250,0.2496,0.2465,4606892,4533250,0.96,10613,Retail
2025-01-20,RBC Capital Markets,39214,25486,0.2028,0.1855,1012033,995098,0.9,2836,HNW
2025-01-20,CIBC World Markets,34393,34341,0.2078,0.2021,3481618,3384902,0.87,9588,Institutional
2025-01-20,TD Securities,47362,13991,0.185,0.2384,2285956,2232372,0.83,19065,Institutional
2025-01-20,BMO Nesbitt Burns,18340,41958,0.2492,0.1665,9240393,9147755,0.78,8424,Retail + Institutional
2025-01-20,Scotia Capital,8407,23314,0.1764,0.1975,6593384,6659185,0.97,17820,HNW
2025-01-20,National Bank Financial,36753,49312,0.1568,0.1572,7401395,7309377,0.97,2817,Retail + Institutional
2025-01-20,Canaccord Genuity,33839,2029,0.1747,0.2236,3462595,3502596,0.9,5270,Institutional
2025-01-20,Raymond James,48656,4124,0.197,0.1849,1640117,1566047,0.99,12050,Retail
2025-01-20,Desjardins Securities,36429,10811,0.2107,0.157,5969524,5916771,0.92,1699,Retail + Institutional
2025-01-20,Laurentian Bank,2636,13958,0.1628,0.1989,9718167,9791958,0.71,17762,HNW
2025-01-20,HSBC Securities,9017,42285,0.1558,0.2267,5182904,5225014,0.81,11182,Institutional
2025-01-20,GMP Securities,6519,8742,0.1768,0.1615,3647214,3680530,0.85,16035,HNW
2025-01-20,Credential Securities,22968,40786,0.2365,0.1598,5686487,5750294,0.89,6824,Institutional
2025-01-20,PI Financial,34495,35338,0.1579,0.2217,7615310,7642923,0.81,13034,HNW
2025-01-20,Industrial Alliance,32395,1733,0.1831,0.1706,7401393,7326380,0.81,11409,Institutional
2025-01-20,Edward Jones,13634,20343,0.1525,0.2072,4732761,4736277,0.99,19646,HNW
2025-01-20,UBS Securities,5747,3804,0.21,0.2331,1510858,1593880,0.99,15713,Retail + Institutional
2025-01-20,Goldman Sachs Canada,33702,23751,0.152,0.2454,9593678,9524206,0.95,8164,HNW
2025-01-20,JP Morgan Canada,17298,33402,0.2137,0.23,4200995,4264046,0.8,8927,Retail + Institutional
2025-01-20,Morgan Stanley Canada,34585,39683,0.1698,0.2189,9715374,9763585,0.87,8054,Retail
2025-01-20,Merrill Lynch Canada,15008,42298,0.242,0.2493,3467065,3395367,0.96,16094,Retail
2025-01-20,Interactive Brokers Canada,14683,19172,0.2304,0.1606,5675494,5742078,0.93,11281,Institutional
2025-01-21,RBC Capital Markets,10650,15519,0.2303,0.1988,5082520,5158278,1.0,18423,HNW
2025-01-21,CIBC World Markets,10439,10466,0.2176,0.2088,7889937,7946623,0.91,6972,HNW
2025-01-21,TD Securities,49466,6827,0.2245,0.243,5325017,5298306,0.78,14191,HNW
2025-01-21,BMO Nesbitt Burns,32097,46925,0.249,0.2282,9529362,9554204,0.89,11877,Retail
2025-01-21,Scotia Capital,21347,24407,0.1695,0.1596,3851948,3895213,0.75,14218,Retail + Institutional
2025-01-21,National Bank Financial,26775,28615,0.1575,0.2369,1638295,1693390,0.88,5560,Retail + Institutional
2025-01-21,Canaccord Genuity,4824,34430,0.1506,0.1554,3131481,3192979,0.81,3519,Retail
2025-01-21,Raymond James,31262,34638,0.1667,0.1543,5753053,5723164,0.83,8774,Retail
2025-01-21,Desjardins Securities,45992,41586,0.1647,0.1607,2001843,1971679,0.71,10939,HNW
2025-01-21,Laurentian Bank,6224,46568,0.1691,0.2204,5924695,5958096,0.98,18245,HNW
2025-01-21,HSBC Securities,12642,6797,0.195,0.2237,9246310,9174861,0.77,8487,Institutional
2025-01-21,GMP Securities,24042,41312,0.1865,0.2426,6577619,6580151,0.97,13378,Retail + Institutional
2025-01-21,Credential Securities,11544,11726,0.2002,0.1587,8738137,8698848,0.84,7835,HNW
2025-01-21,PI Financial,15884,34043,0.1845,0.2331,7481436,7455814,0.72,10350,Retail
2025-01-21,Industrial Alliance,38784,39238,0.1724,0.2409,4574587,4574601,0.94,16995,Retail
2025-01-21,Edward Jones,30141,43703,0.2325,0.1753,4168998,4150788,0.92,2958,Retail + Institutional
2025-01-21,UBS Securities,46298,32002,0.2384,0.1935,1454257,1496227,0.75,9849,Retail
2025-01-21,Goldman Sachs Canada,49635,20062,0.1892,0.2343,2896877,2972526,0.99,11530,Retail
2025-01-21,JP Morgan Canada,9873,21472,0.1897,0.2267,3528370,3517720,0.84,8055,Retail
2025-01-21,Morgan Stanley Canada,46029,31132,0.1733,0.2027,1103787,1128341,0.79,5369,Institutional
2025-01-21,Merrill Lynch Canada,30026,19855,0.2115,0.2426,6727444,6663964,0.93,5781,HNW
2025-01-21,Interactive Brokers Canada,1400,10390,0.1905,0.2214,5296283,5249339,0.85,6581,HNW
2025-01-22,RBC Capital Markets,49502,11638,0.2191,0.1596,7290596,7319567,0.87,19031,Retail + Institutional
2025-01-22,CIBC World Markets,16685,49940,0.2339,0.2419,6676531,6746398,0.7,16477,Retail
2025-01-22,TD Securities,30202,18582,0.1595,0.2358,1189956,1270737,0.87,1378,Retail
2025-01-22,BMO Nesbitt Burns,45563,11964,0.2424,0.1883,5849852,5895662,0.89,1795,HNW
2025-01-22,Scotia Capital,46853,31859,0.1853,0.1702,1436639,1470824,0.94,14791,Retail + Institutional
2025-01-22,National Bank Financial,17031,11837,0.2406,0.1506,8069795,8016938,0.87,19005,Retail
2025-01-22,Canaccord Genuity,44323,30829,0.2081,0.2192,9495412,9404529,0.71,7709,Retail
2025-01-22,Raymond James,10205,10377,0.2001,0.1809,3675413,3597977,0.97,13411,HNW
2025-01-22,Desjardins Securities,21832,44693,0.1794,0.2174,7247359,7196329,0.88,16601,Retail
2025-01-22,Laurentian Bank,46361,23556,0.1944,0.215,8251651,8175342,0.87,17368,Retail + Institutional
2025-01-22,HSBC Securities,16412,5956,0.2446,0.2455,2321109,2327292,0.82,11166,Institutional
2025-01-22,GMP Securities,23935,41603,0.1649,0.1593,8092808,8072206,0.92,2829,Retail
2025-01-22,Credential Securities,14750,47925,0.1724,0.2456,9444597,9428231,0.75,14679,HNW
2025-01-22,PI Financial,8363,43390,0.2026,0.1592,2168426,2075417,0.8,5580,HNW
2025-01-22,Industrial Alliance,40817,37094,0.2242,0.1653,4123558,4123133,0.99,1447,Institutional
2025-01-22,Edward Jones,15056,22939,0.1942,0.2185,7042398,7007309,0.71,1135,HNW
2025-01-22,UBS Securities,30432,42404,0.2141,0.1735,1892558,1896409,0.71,3266,Retail
2025-01-22,Goldman Sachs Canada,3972,20931,0.1936,0.2414,7762573,7843615,0.86,3778,HNW
2025-01-22,JP Morgan Canada,18462,14455,0.1887,0.1674,2858554,2763046,0.96,11281,Retail + Institutional
2025-01-22,Morgan Stanley Canada,39742,18566,0.2138,0.2139,1896706,1930531,0.88,14744,Retail
2025-01-22,Merrill Lynch Canada,27682,8388,0.1911,0.1787,2584442,2553379,0.79,2108,HNW
2025-01-22,Interactive Brokers Canada,22176,45559,0.1552,0.192,3427231,3348128,0.95,12465,Retail
2025-01-23,RBC Capital Markets,2864,48645,0.1921,0.1586,4811660,4820224,0.8,2576,Institutional
2025-01-23,CIBC World Markets,7599,1697,0.1572,0.1865,2165399,2193816,0.78,9099,Retail + Institutional
2025-01-23,TD Securities,47695,1766,0.1674,0.2237,7312440,7342907,0.94,15131,Institutional
2025-01-23,BMO Nesbitt Burns,31781,18768,0.1982,0.2399,6189718,6156235,0.78,14355,Retail + Institutional
2025-01-23,Scotia Capital,10893,46738,0.2364,0.1931,3298870,3241926,0.8,3621,Institutional
2025-01-23,National Bank Financial,43199,6462,0.2162,0.2153,1443367,1486245,0.76,5958,Retail
2025-01-23,Canaccord Genuity,9884,18678,0.1625,0.213,5426901,5386864,0.77,18533,HNW
